address,city,state,zip, price , sqft ,bedrooms,bathrooms,property age,parking,heating,basement,attic,green_bldg,age_in_years, price_per_sqft ,seller_rating,sale_type,price_range,cluster,property_score
Mills Ave,Braddock,PA,15104,"$60,000.00 ","1,610",3,1,1985,1,0,1,1,1,32,$37.27 ,1.3,Auction,$50k-$100k,cluster5,Five
0000 Brodhead,Moon Crescent Twp,PA,15108,"$60,000.00 ",,0,,1987,0,0,0,1,1,30,,4.5,Lot/Land,$50k-$100k,cluster6,Four
Mary St,Munhall,PA,15120,"$60,000.00 ","1,248",2,2,2012,0,1,0,1,1,5,$48.08 ,3.3,Auction,$50k-$100k,cluster5,Five
Library St,Mckeesport,PA,15132,"$60,000.00 ","1,960",3,1,1949,1,0,1,0,1,68,$30.61 ,4.7,Auction,$50k-$100k,cluster5,Five
1019 Washington Blvd,Mckeesport,PA,15133,"$60,000.00 ",880,2,1,1957,1,0,1,0,1,60,$68.18 ,3.6,House,$50k-$100k,cluster6,Three
Clinton St,Mc Kees Rocks,PA,15136,"$60,000.00 ","1,485",3,1,1908,0,1,1,1,0,109,$40.40 ,0.5,Auction,$50k-$100k,cluster5,Five
2029 Denning Way,North Versailles,PA,15137,"$60,000.00 ","1,200",3,2,1976,1,1,1,1,1,41,$50.00 ,3,Townhouse,$50k-$100k,cluster6,Four
3106 Orris Rd,North Versailles,PA,15137,"$60,000.00 ","1,462",4,1,1909,0,1,0,1,0,108,$41.04 ,4.8,House,$50k-$100k,cluster1,Three
E Pittsburgh Mckeesport Blvd,North Versailles,PA,15137,"$60,000.00 ","1,163",3,2,1902,1,0,0,1,1,115,$51.59 ,3.5,Auction,$50k-$100k,cluster5,Five
Robin St,North Versailles,PA,15137,"$60,000.00 ","1,100",2,1,1929,0,0,1,1,1,88,$54.55 ,3.5,Auction,$50k-$100k,cluster5,Five
0 Larimer,N Versailles,PA,15137,"$60,000.00 ",,,,1988,0,0,1,1,1,29,,4.8,Lot/Land,$50k-$100k,cluster6,Three
216 Modern Ave,Presto,PA,15142,"$60,000.00 ",,0,,1932,0,1,0,1,1,85,,4.8,Apartment,$50k-$100k,cluster1,Three
James St,Turtle Creek,PA,15145,"$60,000.00 ","1,614",4,1,1982,0,0,1,0,0,35,$37.17 ,3.6,Auction,$50k-$100k,cluster5,Five
1617 Vineseian Pl,Turtle Creek,PA,15145,"$60,000.00 ","7,797",,,1986,0,1,1,0,0,31,$7.70 ,3.1,Lot/Land,$50k-$100k,cluster3,One
1613 Vineseian Pl,Turtle Creek,PA,15145,"$60,000.00 ","7,797",,,1900,1,0,1,1,0,117,$7.70 ,3.2,Lot/Land,$50k-$100k,cluster4,Two
1605 Vineseian Pl,Turtle Creek,PA,15145,"$60,000.00 ","10,018",,,1985,1,0,1,1,1,32,$5.99 ,3.3,Lot/Land,$50k-$100k,cluster6,Three
1629 Vineseian Pl,Turtle Creek,PA,15145,"$60,000.00 ",,,,2007,1,0,0,1,1,10,,3.3,Lot/Land,$50k-$100k,cluster6,Three
1616 Vineseian Pl,Turtle Creek,PA,15145,"$60,000.00 ",,,,1923,1,0,1,1,0,94,,1.7,Lot/Land,$50k-$100k,cluster4,Two
265 Carlton Dr,Verona,PA,15147,"$60,000.00 ",,2,1,1943,1,1,0,1,0,74,,3.8,House,$50k-$100k,cluster1,Four
1706 Laporte St,Pittsburgh,PA,15206,"$60,000.00 ","1,170",2,1,2002,1,1,0,1,1,15,$51.28 ,3.9,For Sale by Owner,$50k-$100k,cluster2,Three
Harlem And Blackstone,Greenfield,PA,15207,"$60,000.00 ",,,,1968,1,1,0,1,0,,,2.5,Lot/Land,$50k-$100k,cluster1,Three
2433 Eiler Ave,Pittsburgh,PA,15210,"$60,000.00 ",,4,2,1945,0,1,1,0,1,72,,4.5,Foreclosure,$50k-$100k,cluster2,Three
223 Suncrest St,Pittsburgh,PA,15210,"$60,000.00 ","1,934",3,1,2001,1,1,1,0,0,16,$31.02 ,4.6,Auction,$50k-$100k,cluster5,Five
1021 Benton Ave,Pittsburgh,PA,15212,"$60,000.00 ",,3,1,1961,0,1,0,0,0,56,,4.3,House,$50k-$100k,cluster3,One
3150 Sorento St,Pittsburgh,PA,15212,"$60,000.00 ","1,442",4,1,1908,1,1,1,1,1,109,$41.61 ,1,House,$50k-$100k,cluster6,Four
3144 Brighton Rd,Pittsburgh,PA,15212,"$60,000.00 ","1,398",4,1,1922,1,0,1,0,0,95,$42.92 ,4.6,House,$50k-$100k,cluster4,Two
7640 Highland Ave,Pittsburgh,PA,15218,"$60,000.00 ","1,600",4,1,1943,0,1,1,0,1,74,$37.50 ,1.4,House,$50k-$100k,cluster2,Three
2216 Manor Ave,Pittsburgh,PA,15218,"$60,000.00 ","1,283",3,1,1966,0,0,1,1,1,51,$46.77 ,3.6,Foreclosure,$50k-$100k,cluster6,Three
2204 Milligan Ave,Pittsburgh,PA,15218,"$60,000.00 ","1,235",3,1,2001,0,1,1,0,0,16,$48.58 ,3.7,Auction,$50k-$100k,cluster3,One
Belmar Pl,Pittsburgh,PA,15218,"$60,000.00 ","1,288",2,1,1969,1,1,0,0,0,48,$46.58 ,1.4,Auction,$50k-$100k,cluster5,Five
Woodstock Ave,Pittsburgh,PA,15218,"$60,000.00 ","1,110",2,1,1913,1,0,0,0,1,104,$54.05 ,2,Auction,$50k-$100k,cluster5,Five
742 Herschel Street,Crafton Heights,PA,15220,"$60,000.00 ",,2,1,1982,0,0,0,1,1,,,1.4,House,$50k-$100k,cluster6,Three
1107 Fredonia St # 200,Pittsburgh,PA,15220,"$60,000.00 ","1,350",2,2,1951,0,1,0,1,0,66,$44.44 ,4.7,Foreclosure,$50k-$100k,cluster1,Four
742 Herschel St,Pittsburgh,PA,15220,"$60,000.00 ","1,056",2,1,1942,0,1,0,1,0,75,$56.82 ,3.9,House,$50k-$100k,cluster1,Three
978 Garfield Ave,Pittsburgh,PA,15221,"$60,000.00 ",,2,2,1973,0,0,1,1,0,44,,3.3,House,$50k-$100k,cluster4,Two
Clark St,Pittsburgh,PA,15221,"$60,000.00 ","1,152",3,2,2000,0,1,0,1,0,17,$52.08 ,4.4,Auction,$50k-$100k,cluster1,Four
711 Crysler St,Pittsburgh,PA,15226,"$60,000.00 ",,2,1,1970,0,1,0,1,1,47,,3.1,House,$50k-$100k,cluster1,Four
Pennsylvania Ave,Pittsburgh,PA,15233,"$60,000.00 ","1,228",2,1,1980,0,0,0,1,1,37,$48.86 ,3.5,Auction,$50k-$100k,cluster5,Five
10110 Clair Ave,Pittsburgh,PA,15235,"$60,000.00 ",720,2,1,1995,1,1,1,0,0,22,$83.33 ,4.1,House,$50k-$100k,cluster2,Three
915 Forest Green Dr,Coraopolis,PA,15108,"$59,900.00 ",843,1,1,2008,1,1,0,0,0,9,$71.06 ,0.5,Condo,$50k-$100k,cluster2,Three
276 Cline St,East Pittsburgh,PA,15112,"$59,900.00 ","1,018",3,1,1914,0,0,1,1,1,103,$58.84 ,4,House,$50k-$100k,cluster6,Three
201 Wallace Ave,E Pittsburgh,PA,15112,"$59,900.00 ",,3,2,1901,1,0,1,0,0,116,,4.9,House,$50k-$100k,cluster4,Two
& 16 Spencer Ln Lot 15,Shaler,PA,15116,"$59,900.00 ",,0,,1975,1,1,1,1,1,42,,3.9,House,$50k-$100k,cluster6,Three
1009 Brierly Ln,Munhall,PA,15120,"$59,900.00 ",,3,1,1923,1,0,1,0,0,94,,4.9,House,$50k-$100k,cluster4,Two
929 Washington St,Mckeesport,PA,15132,"$59,900.00 ",,2,2,1924,0,0,0,0,1,93,,3.2,House,$50k-$100k,cluster3,One
3704 Mayfair St,Mckeesport,PA,15132,"$59,900.00 ","1,232",3,2,2008,1,0,1,1,0,9,$48.62 ,4.1,House,$50k-$100k,cluster4,Two
1022 Porter St,Mckeesport,PA,15132,"$59,900.00 ",,3,1,1906,0,0,1,1,0,111,,3.1,House,$50k-$100k,cluster4,Three
1310 Mcclelland Dr,Mckeesport,PA,15133,"$59,900.00 ",874,2,1,1955,0,0,0,0,1,62,$68.54 ,5,House,$50k-$100k,cluster3,One
401 Antonelli Dr,Mckeesport,PA,15135,"$59,900.00 ",,3,2,1988,0,0,1,0,0,29,,4.7,House,$50k-$100k,cluster3,One
932 Pittsburgh St,North Versailles,PA,15137,"$59,900.00 ",,3,2,1967,1,0,0,1,1,50,,1.4,House,$50k-$100k,cluster6,Three
104 Graham Ave,North Versailles,PA,15137,"$59,900.00 ",780,2,1,1915,0,1,0,0,1,102,$76.79 ,3.7,House,$50k-$100k,cluster2,Four
95 Arlene Dr,North Versailles,PA,15137,"$59,900.00 ",,4,1,1943,0,1,1,1,1,74,,4.1,House,$50k-$100k,cluster6,Four
124 Hidden Valley Rd,Monroeville,PA,15146,"$59,900.00 ",,,,1915,0,0,0,0,0,102,,3.9,Lot/Land,$50k-$100k,cluster3,One
201 Carson St,Springdale,PA,15144,"$59,900.00 ",,2,1,1935,0,1,1,1,1,82,,3.8,House,$50k-$100k,cluster6,Three
209 Torrence St,Turtle Creek,PA,15145,"$59,900.00 ",,3,1,1948,0,1,1,0,1,69,,3.1,House,$50k-$100k,cluster2,Three
324 Albert St,Turtle Creek,PA,15145,"$59,900.00 ",,3,1,1980,0,0,0,0,1,37,,4.7,House,$50k-$100k,cluster3,One
694 Ross St Ext,Wall Boro,PA,15148,"$59,900.00 ",,3,3,1911,0,1,1,1,1,106,,3.6,House,$50k-$100k,cluster6,Three
645 Calera St,Pittsburgh,PA,15207,"$59,900.00 ",,3,1,2007,1,0,1,0,0,10,,1.7,House,$50k-$100k,cluster4,Two
234 Sprucewood St,Pittsburgh,PA,15210,"$59,900.00 ","1,440",3,1,2007,0,1,1,0,0,10,$41.60 ,3.7,House,$50k-$100k,cluster3,One
2313 Fairland St,Pittsburgh,PA,15210,"$59,900.00 ",,3,1,1940,1,0,1,0,0,77,,3.2,House,$50k-$100k,cluster4,Two
4015 Oswald St,Pittsburgh,PA,15212,"$59,900.00 ",,4,1,1927,1,0,1,1,0,90,,3.1,Foreclosure,$50k-$100k,cluster4,Two
1265 Benton Ave,Pittsburgh,PA,15212,"$59,900.00 ",,4,2,1953,1,0,1,1,0,64,,0.3,House,$50k-$100k,cluster4,Two
2021 Hampton St,Pittsburgh,PA,15218,"$59,900.00 ","2,004",4,2,1985,1,1,0,0,1,32,$29.89 ,3.8,House,$50k-$100k,cluster2,Three
2343 S Braddock Ave,Pittsburgh,PA,15218,"$59,900.00 ",,0,,1993,1,1,0,1,0,24,,3.9,Condo,$50k-$100k,cluster1,Three
3423 Webster Ave,Pittsburgh,PA,15219,"$59,900.00 ",,0,,1937,1,1,0,0,0,80,,0.1,Lot/Land,$50k-$100k,cluster2,Four
9 Ainsworth St,Pittsburgh,PA,15220,"$59,900.00 ","1,728",3,1,1928,1,1,1,0,1,89,$34.66 ,3.8,House,$50k-$100k,cluster2,Three
2420 Greensburg Pike,Pittsburgh,PA,15221,"$59,900.00 ","2,317",3,3,1977,0,1,0,0,0,40,$25.85 ,4.6,House,$50k-$100k,cluster3,One
45 Greeley Ave,Pittsburgh,PA,15223,"$59,900.00 ",,3,1,1910,0,0,1,1,1,107,,3.8,House,$50k-$100k,cluster6,Three
131 Stewart Ave,Pittsburgh,PA,15227,"$59,900.00 ",,3,2,1943,1,0,1,0,1,74,,3.4,House,$50k-$100k,cluster6,Four
2920 Glendale Ave,Pittsburgh,PA,15227,"$59,900.00 ",884,3,1,1921,1,1,0,0,1,96,$67.76 ,4.6,House,$50k-$100k,cluster2,Four
347 Dorothy Dr,Pittsburgh,PA,15235,"$59,900.00 ",,2,2,1934,1,0,1,1,1,83,,1.2,House,$50k-$100k,cluster6,Three
12010 Joan Dr,Pittsburgh,PA,15235,"$59,900.00 ",,2,1,1994,1,1,0,1,0,23,,4.8,House,$50k-$100k,cluster1,Three
10156 Clair Ave,Pittsburgh,PA,15235,"$59,900.00 ",,3,3,1929,1,1,1,1,0,88,,3.2,House,$50k-$100k,cluster4,Two
201 Winchester Dr,Plum Borough,PA,15239,"$59,900.00 ",,,,1997,1,0,1,1,0,,,3.7,Lot/Land,$50k-$100k,cluster4,Two
239 Winchester Dr,Plum Borough,PA,15239,"$59,900.00 ",,,,1932,1,0,0,1,0,,,3.5,Lot/Land,$50k-$100k,cluster4,Two
215 Patriot Ct,Plum Borough,PA,15239,"$59,900.00 ",,,,1921,1,1,0,0,0,,,3.7,Lot/Land,$50k-$100k,cluster2,Three
213 Patriot Ct,Plum Borough,PA,15239,"$59,900.00 ",,,,1966,1,1,1,0,1,,,4,Lot/Land,$50k-$100k,cluster2,Three
212 Patriot Ct,Plum Borough,PA,15239,"$59,900.00 ",,,,1902,1,1,1,0,0,,,4.5,Lot/Land,$50k-$100k,cluster5,Five
219 Patriot Ct,Plum Borough,PA,15239,"$59,900.00 ",,,,1926,1,0,1,0,0,,,3.2,Lot/Land,$50k-$100k,cluster4,Two
211 Patriot Ct,Plum Borough,PA,15239,"$59,900.00 ",,,,1922,0,0,0,1,1,,,1.5,Lot/Land,$50k-$100k,cluster6,Three
214 Patriot Ct,Plum Borough,PA,15239,"$59,900.00 ",,,,2014,0,1,1,1,0,,,1.1,Lot/Land,$50k-$100k,cluster1,Four
201 Winchester Dr,Plum Boro,PA,15239,"$59,900.00 ",,,,1907,1,0,0,1,1,,,4.3,Lot/Land,$50k-$100k,cluster6,Three
239 Winchester Dr,Plum Boro,PA,15239,"$59,900.00 ",,,,1940,0,0,0,0,0,,,3.9,Lot/Land,$50k-$100k,cluster3,One
110 Chavelle Ct Lot 18,Pittsburgh,PA,15239,"$59,900.00 ",,,,1995,0,0,1,0,0,22,,3.6,Lot/Land,$50k-$100k,cluster3,One
120 Chavelle Ct Lot 17,Pittsburgh,PA,15239,"$59,900.00 ",,,,2008,1,0,1,0,1,9,,4.3,Lot/Land,$50k-$100k,cluster6,Three
L 1502-1804 Mcmillan Rd,Upper St. Clair,PA,15241,"$59,900.00 ",,0,,1921,1,1,1,1,1,,,1.7,House,$50k-$100k,cluster6,Three
2590 Hampton Ave,Allison Park,PA,15101,"$59,000.00 ",,2,1,1978,1,1,1,1,0,39,,3.1,Foreclosure,$50k-$100k,cluster4,Two
2Nd St,Braddock,PA,15104,"$59,000.00 ","2,042",3,2,2001,1,0,0,0,1,16,$28.89 ,3.8,Auction,$50k-$100k,cluster5,Five
304 College Park Dr,Coraopolis,PA,15108,"$59,000.00 ","1,056",2,2,1937,0,1,0,1,0,80,$55.87 ,1.5,Foreclosure,$50k-$100k,cluster1,Four
S Park St,East Pittsburgh,PA,15112,"$59,000.00 ","1,939",4,2,1915,0,1,1,0,0,102,$30.43 ,3.2,Auction,$50k-$100k,cluster5,Five
0 Mount Royal Blvd,Shaler,PA,15116,"$59,000.00 ",,0,,2013,0,0,1,1,0,4,,3.6,Lot/Land,$50k-$100k,cluster4,Two
130 W Edna St,Homestead,PA,15120,"$59,000.00 ",,3,2,1923,0,1,0,1,0,94,,4,House,$50k-$100k,cluster1,Four
1141 Center St,Mckeesport,PA,15131,"$59,000.00 ",,,,1945,0,0,1,1,0,72,,0.5,Lot/Land,$50k-$100k,cluster4,Two
1101 Jefferson St,Mckeesport,PA,15132,"$59,000.00 ","1,200",2,2,2012,0,1,1,0,1,5,$49.17 ,4,House,$50k-$100k,cluster2,Four
Bruce St,Mc Kees Rocks,PA,15136,"$59,000.00 ","1,760",3,1,1959,0,0,0,0,0,58,$33.52 ,5,Auction,$50k-$100k,cluster3,One
Overhill Dr,North Versailles,PA,15137,"$59,000.00 ","1,318",4,2,1937,1,0,0,1,0,80,$44.76 ,3.3,Auction,$50k-$100k,cluster5,Five
405 Rustic Rd,North Versailles,PA,15137,"$59,000.00 ",931,2,1,1989,1,1,1,1,1,28,$63.37 ,4.9,Foreclosure,$50k-$100k,cluster6,Three
Inland Ave,West Mifflin,PA,15122,"$59,000.00 ","1,728",3,1,1995,1,0,0,1,0,22,$34.14 ,4.8,Auction,$50k-$100k,cluster5,Four
747 Allegheny River Blvd,Verona,PA,15147,"$59,000.00 ",,0,1,1922,1,1,0,0,1,95,,4,For Sale by Owner,$50k-$100k,cluster2,Three
South Ave,Verona,PA,15147,"$59,000.00 ","1,100",3,1,1945,0,0,1,1,0,72,$53.64 ,5,Auction,$50k-$100k,cluster5,Five
Division Ave,Pittsburgh,PA,15202,"$59,000.00 ",638,2,1,1910,1,0,1,1,1,107,$92.48 ,3.5,Auction,$50k-$100k,cluster5,Five
130 Pius St,Pittsburgh,PA,15203,"$59,000.00 ",,0,,2001,1,1,1,0,0,16,,4,Lot/Land,$50k-$100k,cluster5,Four
785 Fairston St,Pittsburgh,PA,15204,"$59,000.00 ","1,176",4,2,1968,1,1,1,0,1,49,$50.17 ,3.1,Foreclosure,$50k-$100k,cluster2,Three
Glenmawr St,Pittsburgh,PA,15204,"$59,000.00 ","1,872",5,1,1987,1,1,0,1,0,30,$31.52 ,3.7,Auction,$50k-$100k,cluster5,Five
1608 Belhurst Ave,Pittsburgh,PA,15204,"$59,000.00 ",,3,1,2010,0,0,1,0,1,7,,4.9,House,$50k-$100k,cluster6,Three
Fairdale St,Pittsburgh,PA,15204,"$59,000.00 ","1,272",2,2,1950,1,0,0,0,0,67,$46.38 ,3.5,Auction,$50k-$100k,cluster5,Five
Stanhope St,Pittsburgh,PA,15204,"$59,000.00 ","1,766",3,1,1979,1,1,1,1,0,38,$33.41 ,2.2,Auction,$50k-$100k,cluster5,Four
N Aiken Ave,Pittsburgh,PA,15206,"$59,000.00 ","1,423",3,1,1990,0,0,0,0,0,27,$41.46 ,3.3,Auction,$50k-$100k,cluster3,One
447 Hays Ave,Pittsburgh,PA,15210,"$59,000.00 ","1,638",0,,1988,1,0,0,0,1,29,$36.02 ,0.3,Apartment,$50k-$100k,cluster2,Three
1411 Forsythe St,Pittsburgh,PA,15212,"$59,000.00 ",,3,2,1907,0,1,1,0,0,110,,4.4,House,$50k-$100k,cluster3,One
1010 Southside,Spring Hill,PA,15212,"$59,000.00 ",,2,2,1945,0,0,0,0,1,,,3.9,House,$50k-$100k,cluster3,One
Woodstock Ave,Pittsburgh,PA,15218,"$59,000.00 ","1,172",3,2,2014,0,0,1,0,1,3,$50.34 ,2.2,Auction,$50k-$100k,cluster5,Five
S Braddock Ave,Pittsburgh,PA,15218,"$59,000.00 ","1,248",3,1,1976,1,0,0,1,1,41,$47.28 ,2.4,Auction,$50k-$100k,cluster5,Five
Penn Bridge Ct,Pittsburgh,PA,15221,"$59,000.00 ","1,395",2,2,2010,0,1,1,0,0,7,$42.29 ,3.9,Auction,$50k-$100k,cluster5,Five
424 Rose Ave,Pittsburgh,PA,15235,"$59,000.00 ",852,3,1,1978,0,0,0,1,1,39,$69.25 ,4.5,Foreclosure,$50k-$100k,cluster6,Three
120 Saylong Dr,Pittsburgh,PA,15235,"$59,000.00 ",,2,2,1956,1,1,1,1,0,61,,4,House,$50k-$100k,cluster4,Two
Greenway Dr,Pittsburgh,PA,15235,"$59,000.00 ",956,3,1,1952,0,1,0,1,0,65,$61.72 ,4,Auction,$50k-$100k,cluster1,Three
614 Manning Ave,Mckeesport,PA,15132,"$58,900.00 ",,3,2,1958,0,1,1,0,1,59,,4.3,House,$50k-$100k,cluster2,Three
9227 Marymont Dr,Pittsburgh,PA,15237,"$58,500.00 ",,,,1901,1,0,0,1,0,116,,3.4,Lot/Land,$50k-$100k,cluster4,Two
4Th Ave,Braddock,PA,15104,"$58,000.00 ","1,800",4,2,1901,0,1,1,0,1,116,$32.22 ,4,Auction,$50k-$100k,cluster5,Four
5081 Sanlin Dr,Coraopolis,PA,15108,"$58,000.00 ",,2,1,1996,0,1,1,1,1,21,,2.2,Condo,$50k-$100k,cluster6,Three
1100 Wool St,Duquesne,PA,15110,"$58,000.00 ",,2,1,1933,1,0,0,0,1,84,,3.8,House,$50k-$100k,cluster2,Three
Arc St,East Pittsburgh,PA,15112,"$58,000.00 ","1,802",5,2,1983,0,1,1,1,1,34,$32.19 ,4.1,Auction,$50k-$100k,cluster5,Five
River View Blvd,Homestead,PA,15120,"$58,000.00 ","1,229",2,2,1907,0,1,0,0,1,110,$47.19 ,3.9,Auction,$50k-$100k,cluster5,Four
154 W Marietta St,Munhall,PA,15120,"$58,000.00 ","1,208",2,1,1924,1,1,0,0,0,93,$48.01 ,4.7,House,$50k-$100k,cluster2,Three
Mcwhinney St,Munhall,PA,15120,"$58,000.00 ","1,197",2,1,1993,0,1,1,0,1,24,$48.45 ,0.5,Auction,$50k-$100k,cluster5,Five
156 Birch St,Imperial,PA,15126,"$58,000.00 ",,2,1,1984,1,1,1,1,0,33,,3.1,House,$50k-$100k,cluster4,Two
Grandview Ave,Mckeesport,PA,15132,"$58,000.00 ","1,764",3,2,1975,1,0,0,1,0,42,$32.88 ,4.7,Auction,$50k-$100k,cluster5,Five
Grandview Ave,Mckeesport,PA,15132,"$58,000.00 ","1,738",4,1,1936,0,0,1,0,1,81,$33.37 ,1.8,Auction,$50k-$100k,cluster5,Five
3714 Grover St,Mckeesport,PA,15132,"$58,000.00 ",,3,1,1939,0,0,0,1,0,78,,1.4,House,$50k-$100k,cluster1,Four
725 Greensburg Pike,North Versailles,PA,15137,"$58,000.00 ","1,820",3,2,1978,0,0,1,0,1,39,$31.87 ,3.6,Apartment,$50k-$100k,cluster6,Three
Kennywood Blvd,West Mifflin,PA,15122,"$58,000.00 ","1,364",2,2,1997,0,1,1,1,1,20,$42.52 ,3.5,Auction,$50k-$100k,cluster5,Five
Inland Ave,West Mifflin,PA,15122,"$58,000.00 ","1,350",2,2,1972,0,1,1,0,1,45,$42.96 ,4.4,Auction,$50k-$100k,cluster5,Five
1 2Nd St,Wilmerding,PA,15148,"$58,000.00 ",,3,2,1952,1,1,0,1,0,65,,4.9,House,$50k-$100k,cluster1,Four
Westmoreland St,Pittsburgh,PA,15206,"$58,000.00 ","1,694",3,1,1942,0,0,1,1,0,75,$34.24 ,3.2,Auction,$50k-$100k,cluster5,Five
Glenwood Ave,Pittsburgh,PA,15207,"$58,000.00 ","1,860",3,1,1909,1,1,0,0,0,108,$31.18 ,4.7,Auction,$50k-$100k,cluster5,Five
706 Beltzhoover Ave,Pittsburgh,PA,15210,"$58,000.00 ","1,800",4,1,1987,1,0,0,0,1,30,$32.22 ,3.2,Auction,$50k-$100k,cluster2,Three
Shreve St,Pittsburgh,PA,15212,"$58,000.00 ","1,785",2,2,2003,1,0,0,0,0,14,$32.49 ,5,Auction,$50k-$100k,cluster5,Five
Antrim St,Pittsburgh,PA,15212,"$58,000.00 ","1,938",3,1,1977,0,0,0,0,0,40,$29.93 ,3.6,Auction,$50k-$100k,cluster3,One
4001 Portman St,Pittsburgh,PA,15214,"$58,000.00 ",,2,1,1965,0,1,0,0,1,52,,4.4,Foreclosure,$50k-$100k,cluster2,Three
2012 Monongahela Ave,Pittsburgh,PA,15218,"$58,000.00 ","1,140",0,,1960,0,0,0,1,1,57,$50.88 ,2.5,Apartment,$50k-$100k,cluster6,Three
Frankstown Rd,Pittsburgh,PA,15235,"$58,000.00 ",986,2,2,1941,1,1,1,1,1,76,$58.82 ,4.8,Auction,$50k-$100k,cluster5,Five
127 Frank St,West Homestead,PA,15120,"$57,900.00 ","1,302",2,3,2009,0,1,1,0,1,8,$44.47 ,5,House,$50k-$100k,cluster2,Three
404 Emerson St,Homestead,PA,15120,"$57,900.00 ","1,160",2,1,1960,0,1,1,0,0,57,$49.91 ,4.2,House,$50k-$100k,cluster3,One
2213 Chalfant St,Pittsburgh,PA,15221,"$57,900.00 ",,2,1,1915,1,0,1,0,1,102,,3.7,House,$50k-$100k,cluster6,Three
412 2Nd St,Carnegie,PA,15106,"$57,500.00 ",,2,1,1948,1,1,1,0,1,69,,3.1,House,$50k-$100k,cluster2,Four
416 Diamond Aly,Carnegie,PA,15106,"$57,500.00 ","1,188",3,1,1949,0,1,1,0,0,68,$48.40 ,1.9,House,$50k-$100k,cluster3,One
413 Diamond Aly,Carnegie,PA,15106,"$57,500.00 ",960,3,1,1986,0,1,0,1,0,31,$59.90 ,3.3,House,$50k-$100k,cluster1,Four
808 Thompson St,Turtle Creek,PA,15145,"$57,500.00 ","1,088",2,1,2014,1,0,0,0,0,3,$52.85 ,4.6,House,$50k-$100k,cluster3,One
1815 Waite St,Pittsburgh,PA,15210,"$57,500.00 ","1,408",2,1,1957,1,1,1,1,1,60,$40.84 ,3.8,For Sale by Owner,$50k-$100k,cluster6,Three
1619 Antrim St,Pittsburgh,PA,15212,"$57,500.00 ",,5,1,1900,1,1,1,1,0,117,,3.1,House,$50k-$100k,cluster4,Two
360 Abers Creek Rd,Pittsburgh,PA,15239,"$57,500.00 ",,0,,1992,0,0,1,0,1,25,,1.2,Lot/Land,$50k-$100k,cluster6,Four
213 Railroad Ave,Carnegie,PA,15106,"$57,000.00 ","1,184",2,1,1988,0,1,1,1,0,29,$48.14 ,3.8,Foreclosure,$50k-$100k,cluster1,Three
2902 Garbett St,Mckeesport,PA,15132,"$57,000.00 ",,4,4,1926,1,0,0,1,0,91,,3.8,House,$50k-$100k,cluster4,Two
905 Mccleary St,Mckeesport,PA,15132,"$57,000.00 ",,3,2,1936,1,1,1,0,0,81,,4.4,House,$50k-$100k,cluster2,Three
507 Owens Ave,Mckeesport,PA,15133,"$57,000.00 ","1,031",2,1,1996,0,1,0,0,1,21,$55.29 ,3.5,Foreclosure,$50k-$100k,cluster2,Three
1 Washington Ave,Oakmont,PA,15139,"$57,000.00 ",,,,1913,0,1,1,1,1,104,,4.2,Lot/Land,$50k-$100k,cluster6,Three
1719 Texas Ave,West Mifflin,PA,15122,"$57,000.00 ","2,358",5,1,1991,0,1,0,1,1,26,$24.17 ,3.1,Auction,$50k-$100k,cluster1,Four
1719 Texas Ave,West Mifflin,PA,15122,"$57,000.00 ","2,358",5,1,1952,0,1,1,1,0,65,$24.17 ,4.2,Auction,$50k-$100k,cluster1,Four
Chautauqua St,Pittsburgh,PA,15214,"$57,000.00 ","1,890",4,1,1930,0,0,1,1,0,87,$30.16 ,3.3,Auction,$50k-$100k,cluster5,Five
Westwood Rd,Pittsburgh,PA,15235,"$57,000.00 ","1,144",3,1,1900,1,0,0,0,0,117,$49.83 ,3.4,Auction,$50k-$100k,cluster5,Five
1435 Oberlin St,Pittsburgh,PA,15206,"$56,900.00 ",,2,1,1929,1,0,1,1,0,88,,4.5,House,$50k-$100k,cluster4,Two
249 Avenue A,Pittsburgh,PA,15221,"$56,300.00 ","1,040",3,1,1930,0,0,1,1,1,87,$54.13 ,3.1,House,$50k-$100k,cluster6,Three
Comrie Ave,Braddock,PA,15104,"$56,000.00 ","1,926",3,1,1913,1,1,0,1,1,104,$29.08 ,3.8,Auction,$50k-$100k,cluster5,Five
1120 Woodland Dr,Mckeesport,PA,15133,"$56,000.00 ","1,024",1,1,1940,1,1,0,1,1,77,$54.69 ,3.5,Foreclosure,$50k-$100k,cluster2,Four
3Rd St,Pitcairn,PA,15140,"$56,000.00 ","1,738",3,1,1984,1,0,1,1,1,33,$32.22 ,3.9,Auction,$50k-$100k,cluster5,Four
2960 Stafford St,Pittsburgh,PA,15204,"$56,000.00 ","1,432",3,1,1988,0,0,0,0,1,29,$39.11 ,2.3,For Sale by Owner,$50k-$100k,cluster3,One
Orchard Pl,Pittsburgh,PA,15210,"$56,000.00 ","1,570",3,2,1924,1,1,0,1,0,93,$35.67 ,4.7,Auction,$50k-$100k,cluster5,Five
1511 Avon Pl,Pittsburgh,PA,15221,"$56,000.00 ","1,232",3,2,1941,1,0,0,0,0,76,$45.45 ,0.8,Foreclosure,$50k-$100k,cluster3,One
