address,city,state,zip, price , sqft ,bedrooms,bathrooms,property age,age in years,parking,heating,basement,attic,green_bldg, price_per_sqft ,seller_rating,sale_type,price_range,cluster,property_score
Aber Rd,Verona,PA,15147,," 1,436 ",3,1.5,1962,55,1,0,1,0,1,,5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Mount Carmel Rd,Verona,PA,15147,," 1,440 ",3,1,1922,95,0,1,0,0,1,,0.8,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Jeanette Dr,Verona,PA,15147,, 997 ,3,1.5,1925,92,1,1,0,1,0,,0.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Urban Dr,Verona,PA,15147,," 1,584 ",3,1.5,1953,64,0,1,1,1,0,,4.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Allegheny River Blvd,Verona,PA,15147,," 1,382 ",2,1,1955,62,1,0,1,0,1,,3.4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Aber Rd,Verona,PA,15147,, 896 ,2,1,1971,46,0,1,1,1,0,,1.8,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Verona Rd,Verona,PA,15147,," 1,584 ",3,1,1916,101,1,1,1,0,0,,1.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Springwood Dr,Verona,PA,15147,," 1,082 ",3,2,1935,82,0,0,1,1,1,,3.2,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Mark Dr,Verona,PA,15147,, 950 ,3,2,1927,90,0,0,0,1,1,,4.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Lowell Dr,Verona,PA,15147,," 1,388 ",3,2,1909,108,1,0,1,1,1,,4.4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
University St,Verona,PA,15147,," 1,008 ",2,1.5,1976,41,1,0,1,1,1,,1.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Dewayne Dr,Verona,PA,15147,," 1,116 ",3,2,1977,40,1,1,0,1,1,,2.2,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Hulton Rd,Verona,PA,15147,," 2,208 ",4,1.5,2006,11,0,0,0,0,1,,3.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Sara Ln,Verona,PA,15147,," 1,414 ",3,1,1903,114,0,1,0,0,1,,4.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Hillary Dr,Verona,PA,15147,," 1,313 ",3,1,1999,18,0,0,1,1,1,,0.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Heberton Dr,Verona,PA,15147,," 1,609 ",3,2.5,1975,42,1,0,1,1,1,,4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Mount Carmel Rd,Verona,PA,15147,," 1,491 ",3,1,1918,99,1,1,1,0,1,,0.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Thon Dr,Verona,PA,15147,," 1,888 ",3,1.5,1975,42,0,0,0,1,1,,4.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Tyler Rd,Verona,PA,15147,," 1,040 ",3,1.5,1975,42,1,1,1,0,1,,4.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Greenview Dr,Verona,PA,15147,," 1,260 ",3,1.5,2007,10,0,1,1,0,0,,4.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Courtney Dr,Verona,PA,15147,," 1,661 ",2,1,1907,110,0,0,0,0,0,,4.3,Pre-Foreclosure (Auction),Below $50k,cluster3,1.4
Hamil Rd,Verona,PA,15147,, 975 ,3,1,1942,75,1,1,0,0,0,,3.8,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Vincent Dr,Verona,PA,15147,," 1,820 ",4,1,1951,66,1,1,0,1,1,,3.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Thon Dr,Verona,PA,15147,," 1,125 ",2,1,1905,112,0,1,0,1,1,,1.8,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Tyler Rd,Verona,PA,15147,," 2,244 ",3,1,1947,70,0,1,1,1,0,,4.2,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Elm Dr,Verona,PA,15147,," 1,073 ",3,1,1975,42,1,0,0,0,0,,3.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
7th St,Verona,PA,15147,," 1,103 ",3,1,1932,85,0,1,1,1,1,,5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Sherwood Dr,Verona,PA,15147,," 1,760 ",3,1.5,1996,21,0,0,1,0,0,,4.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Bramble St,Verona,PA,15147,," 1,080 ",2,1,1967,50,0,0,1,0,1,,4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Elm Dr,Verona,PA,15147,, 920 ,2,1,1977,40,1,0,0,1,0,,3.4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Thon Dr,Verona,PA,15147,," 1,125 ",1,1,1956,61,0,1,1,1,1,,2.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Aber Rd,Verona,PA,15147,," 1,064 ",2,1,2009,8,1,0,1,1,1,,4.2,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Moore Ave,Verona,PA,15147,," 1,275 ",3,1,1986,31,1,1,0,0,0,,4.8,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Davidson Dr,Verona,PA,15147,," 1,440 ",2,1,1986,31,1,0,0,0,1,,4,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Mark Dr,Verona,PA,15147,, 950 ,3,1,2001,16,1,0,0,0,1,,3.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Clearview Dr,Verona,PA,15147,, 864 ,3,1,1921,96,0,0,0,1,1,,4.3,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Valley Ave,Wall,PA,15148,," 1,335 ",2,1,2004,13,0,1,0,0,1,,3.6,Foreclosure,Below $50k,cluster2,3.8
Airbrake Ave,Wilmerding,PA,15148,," 1,783 ",3,1,2012,5,1,1,0,1,1,,0.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Welsh Ave,Wilmerding,PA,15148,," 2,074 ",4,2.5,1971,46,0,0,1,0,0,,4.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Card Ave,Wilmerding,PA,15148,," 1,144 ",2,1,2000,17,1,1,1,0,0,,1.1,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Camelia St,Pittsburgh,PA,15201,," 1,496 ",2,1,1983,34,1,0,0,1,0,,3.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Main St,Pittsburgh,PA,15201,," 2,878 ",4,2,1949,68,1,0,1,1,1,,2.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Howley St,Pittsburgh,PA,15201,," 2,460 ",5,1,1969,48,1,1,0,1,0,,2.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Rosecrest Dr,Pittsburgh,PA,15201,," 1,230 ",2,1,1996,21,0,1,0,0,1,,4.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Hawthorne St,Pittsburgh,PA,15201,," 1,594 ",3,1,1986,31,0,0,1,0,0,,4.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
42nd St,Pittsburgh,PA,15201,, 964 ,2,1,1994,23,0,1,1,0,1,,4.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Fairfield St,Pittsburgh,PA,15201,, 837 ,2,1,1943,74,0,1,1,0,1,,2.7,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Oranmore St,Pittsburgh,PA,15201,, 998 ,3,1,1903,114,0,0,1,0,0,,3.1,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Mccabe St,Pittsburgh,PA,15201,," 1,181 ",2,1,2013,4,0,1,1,1,0,,3.4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Coleridge St,Pittsburgh,PA,15201,, 900 ,3,1.5,1926,91,1,0,0,1,0,,4.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Marie Ave,Pittsburgh,PA,15202,," 1,616 ",4,1,1933,84,0,1,0,0,0,,3.1,Pre-Foreclosure (Auction),Below $50k,cluster3,1.1
Washington Ave,Pittsburgh,PA,15202,," 2,202 ",3,1.5,1946,71,1,0,0,1,0,,4.8,Foreclosure,Below $50k,cluster4,2
North Ave,Bellevue,PA,15202,," 1,569 ",2,1.5,1937,,1,0,0,1,1,,3.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Ohio River Blvd,Pittsburgh,PA,15202,," 1,911 ",3,1,1903,114,0,1,1,1,0,,3.1,Pre-Foreclosure (Auction),Below $50k,cluster5,5
N Sprague Ave,Pittsburgh,PA,15202,," 2,516 ",4,2,1977,40,1,0,1,0,1,,4.8,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Ohio River Blvd,Pittsburgh,PA,15202,," 1,282 ",3,1,1965,52,1,1,1,1,1,,2.2,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Shade Ave,Pittsburgh,PA,15202,," 1,919 ",2,2,1940,77,1,0,0,0,1,,3.2,Foreclosure,Below $50k,cluster2,3.8
N Jackson Ave,Pittsburgh,PA,15202,," 1,982 ",4,1,1934,83,1,0,1,0,0,,3.9,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Sheridan Ave,Pittsburgh,PA,15202,," 2,420 ",6,1.5,1937,80,0,0,0,1,0,,4.9,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Wilson Dr,Pittsburgh,PA,15202,," 3,562 ",5,4.5,1931,86,0,0,0,1,1,,1.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Gibb St,Pittsburgh,PA,15202,," 1,661 ",3,2,2003,14,0,0,1,0,1,,4,Foreclosure,Below $50k,cluster6,3.5
N Euclid Ave,Pittsburgh,PA,15202,," 2,923 ",5,3.5,2001,16,1,0,1,0,1,,3.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Dawson Ave,Pittsburgh,PA,15202,," 2,257 ",4,2,1985,32,0,0,1,0,0,,3.2,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Wildflower Ct,Pittsburgh,PA,15202,," 1,474 ",3,2.5,1946,71,0,0,0,0,0,,3.8,Pre-Foreclosure (Auction),Below $50k,cluster3,1.3
Kingsford Dr,Pittsburgh,PA,15202,," 1,786 ",3,1,1908,109,0,1,1,0,1,,0.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Sheridan Ave,Pittsburgh,PA,15202,," 2,178 ",4,3,1963,54,1,0,0,1,0,,4.4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
S Howard Ave,Pittsburgh,PA,15202,," 1,298 ",2,1,1945,72,0,0,1,1,1,,4.3,Foreclosure,Below $50k,cluster6,3.1
Taylor Ave,Pittsburgh,PA,15202,," 2,223 ",4,2.5,2014,3,0,0,0,0,1,,4.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
N Bryant Ave,Pittsburgh,PA,15202,," 2,624 ",5,4,1925,92,1,1,0,0,1,,4.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Tingley Ave,Pittsburgh,PA,15202,," 1,294 ",5,1,1945,72,1,0,1,1,0,,0.8,Pre-Foreclosure (Auction),Below $50k,cluster4,3
E Forest Ave,Pittsburgh,PA,15202,," 1,880 ",3,1.5,1911,106,0,1,1,1,0,,4.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Union Ave,Pittsburgh,PA,15202,," 1,680 ",3,1.5,2004,13,1,1,1,1,0,,4.2,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Grant Ave,Bellevue,PA,15202,," 1,570 ",4,2,1959,,1,1,1,1,0,,3.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
S Home Ave APT 203,Pittsburgh,PA,15202,," 1,215 ",2,2,1936,81,1,0,0,0,1,,4.1,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Shade Ave,Pittsburgh,PA,15202,," 1,650 ",4,2,2011,6,1,1,0,0,0,,4.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Orchard Ave,Pittsburgh,PA,15202,," 2,143 ",4,1,1930,87,0,0,1,0,1,,3.1,Pre-Foreclosure (Auction),Below $50k,cluster5,5
N Jackson Ave,Pittsburgh,PA,15202,," 1,260 ",3,1,1922,95,1,1,0,0,1,,4.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Allegheny Ave,Pittsburgh,PA,15202,," 1,360 ",3,1.5,1913,104,0,1,0,1,0,,3.7,Pre-Foreclosure (Auction),Below $50k,cluster1,3.2
N Sprague Ave,Pittsburgh,PA,15202,," 1,250 ",3,1,1916,101,1,1,1,0,0,,3.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Roosevelt Ave,Pittsburgh,PA,15202,," 1,284 ",4,1.5,1944,73,1,1,1,0,1,,3.2,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
N Birmingham Ave,Pittsburgh,PA,15202,," 1,368 ",3,1,2012,5,1,1,0,0,1,,3.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Ohio River Blvd,Pittsburgh,PA,15202,," 1,545 ",2,1,1996,21,1,1,1,0,0,,4.8,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Marie Ave,Pittsburgh,PA,15202,," 2,100 ",3,1,1918,99,0,1,1,0,0,,0.5,Pre-Foreclosure (Auction),Below $50k,cluster3,1.1
Center Ave,Avalon,PA,15202,," 1,264 ",3,1,1992,,1,0,1,1,1,,4.4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Longmore Ave,Pittsburgh,PA,15202,, 810 ,2,1,1921,96,1,1,1,0,0,,4.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Norwood Ave,Pittsburgh,PA,15202,," 1,602 ",3,1,1987,30,0,1,0,0,0,,1.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Camp Horne Rd,Pittsburgh,PA,15202,," 1,578 ",3,1,1924,93,1,0,1,1,0,,1.6,Pre-Foreclosure (Auction),Below $50k,cluster4,2.9
Jacks Run Rd,Pittsburgh,PA,15202,," 1,234 ",2,1.5,1908,109,1,0,0,0,1,,5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Saint Paul St,Pittsburgh,PA,15203,, 762 ,3,1,1960,57,0,1,1,0,1,,1.4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Swantek St,Pittsburgh,PA,15204,," 1,361 ",2,1,1998,19,0,0,1,1,1,,3.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Glenmawr St,Pittsburgh,PA,15204,," 2,268 ",5,2,1932,85,0,0,0,1,0,,5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Zephyr Ave,Pittsburgh,PA,15204,," 2,336 ",5,2,1987,30,0,0,0,0,0,,3.3,Pre-Foreclosure (Auction),Below $50k,cluster3,1.1
Bergman St,Pittsburgh,PA,15204,," 2,448 ",5,2,1926,91,1,0,0,1,1,,4.9,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Sherwood Ave,Pittsburgh,PA,15204,," 2,160 ",4,1,1959,58,1,1,0,0,1,,2.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Kathy Dr,Pittsburgh,PA,15204,," 2,249 ",3,2,1997,20,0,1,0,0,1,,4.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Clearfield St,Pittsburgh,PA,15204,, 936 ,2,1.5,2006,11,1,0,1,0,0,,4.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Middletown Rd,Pittsburgh,PA,15204,," 1,902 ",3,2,1955,62,0,0,0,1,1,,4.8,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Tweed St,Pittsburgh,PA,15204,," 1,800 ",3,2,1961,56,0,1,0,0,0,,3.2,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Glasgow St,Pittsburgh,PA,15204,," 1,336 ",3,1,1934,83,1,0,1,0,0,,4.2,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Fadette St,Pittsburgh,PA,15204,," 1,000 ",2,1.5,1957,60,0,1,1,1,0,,1.4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Kedzie St,Pittsburgh,PA,15204,," 1,192 ",2,1,1934,83,1,1,0,1,0,,1.8,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Orator St,Pittsburgh,PA,15204,," 1,096 ",2,1,1955,62,0,0,0,0,1,,4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Linshaw Ave,Pittsburgh,PA,15205,," 2,178 ",4,1,1929,88,1,1,0,1,0,,3.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Pennsbury Blvd,Pittsburgh,PA,15205,, 992 ,2,1,2010,7,0,1,1,0,1,,3.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
S Grandview Ave,Pittsburgh,PA,15205,," 1,746 ",3,1.5,1975,42,1,1,0,0,0,,4.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Scottdale Dr,Pittsburgh,PA,15205,," 2,852 ",4,2.5,1949,68,0,0,1,1,0,,2.4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Union Ave,Pittsburgh,PA,15205,," 2,084 ",5,2,1935,82,1,1,0,0,1,,4.1,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Scotia St,Pittsburgh,PA,15205,," 1,184 ",3,2,1906,111,0,1,1,0,1,,3.2,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Stowe St,Pittsburgh,PA,15205,," 1,354 ",3,1,1921,96,1,1,0,1,0,,3.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Walnut St,Crafton,PA,15205,," 2,431 ",3,1,1935,,0,1,1,0,0,,1.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Harris Ave,Pittsburgh,PA,15205,, 875 ,2,1,2009,8,1,1,0,1,0,,4.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Manley St,Pittsburgh,PA,15205,,,,,1965,52,1,1,1,1,0,,4.5,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Carriage Cir,Pittsburgh,PA,15205,, 960 ,1,1,1935,82,1,1,0,1,0,,4.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
1551 Obey St,Pittsburgh,PA,15205,,,2,1,1999,18,1,0,1,1,1,,4.8,Auction,Below $50k,cluster6,4
Taylor St,Pittsburgh,PA,15205,," 1,148 ",2,1.5,1970,47,1,1,1,0,1,,3.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
N Duane St,Pittsburgh,PA,15205,," 1,440 ",4,1.5,1968,49,0,0,1,0,0,,3.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
E Steuben St,Pittsburgh,PA,15205,," 1,200 ",3,1.5,2009,8,0,0,0,0,0,,3.2,Pre-Foreclosure (Auction),Below $50k,cluster3,1.8
Carriage Cir,Pittsburgh,PA,15205,, 992 ,2,1,2011,6,0,0,1,0,0,,4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Pennsbury Blvd,Pittsburgh,PA,15205,, 992 ,3,1.5,1913,104,0,0,0,0,1,,3.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Manley St,Pittsburgh,PA,15205,," 1,064 ",2,1,2007,10,1,0,0,0,0,,3.4,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Crafton Blvd,Pittsburgh,PA,15205,," 1,320 ",2,1,1995,22,1,0,1,1,0,,2.1,Pre-Foreclosure (Auction),Below $50k,cluster4,2.2
Mainsgate St,Pittsburgh,PA,15205,, 936 ,3,1,1904,113,1,1,1,0,0,,4.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Thomas St,Crafton,PA,15205,," 1,712 ",4,1,1941,,1,0,1,0,1,,2.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
S Highland Ave APT 602,Pittsburgh,PA,15206,," 1,214 ",2,1,1987,30,1,0,1,0,0,,1.8,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Broad St,Pittsburgh,PA,15206,," 5,370 ",6,3,1959,58,0,0,1,1,0,,5,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Wiltsie St,Pittsburgh,PA,15206,," 1,314 ",3,1,1949,68,0,1,0,1,1,,4.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Denniston St APT 2,Pittsburgh,PA,15206,," 1,680 ",2,2.5,1915,102,1,1,1,1,1,,3.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
1601 Windcrest Dr,Pittsburgh,PA,15206,,,3,1,1956,61,1,1,1,1,0,,4.7,Auction,Below $50k,cluster4,2.3
Windcrest Dr,Pittsburgh,PA,15206,," 1,734 ",3,1,1995,22,0,0,1,0,0,,0.1,Foreclosure,Below $50k,cluster3,1.9
S Negley Ave,Pittsburgh,PA,15206,," 3,226 ",5,3,2014,3,0,1,1,1,1,,3.2,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Emerson St,Pittsburgh,PA,15206,," 2,830 ",4,3,2010,7,0,1,1,0,0,,3.9,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Heberton St,Pittsburgh,PA,15206,," 1,827 ",5,2,1902,115,0,1,1,0,0,,3.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Black St,Pittsburgh,PA,15206,," 2,272 ",4,1,2005,12,0,0,1,1,0,,2.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
621 N Negley Ave,Pittsburgh,PA,15206,," 4,557 ",1,1,1919,98,0,1,0,1,0,,3.6,Foreclosed,Below $50k,cluster1,4.1
Marchand St APT 1,Pittsburgh,PA,15206,," 1,225 ",2,1.5,1911,106,0,0,1,0,1,,0.1,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Album St,Pittsburgh,PA,15206,," 1,635 ",5,2.5,1952,65,0,1,1,0,0,,2.2,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Collins Ave,Pittsburgh,PA,15206,," 2,420 ",4,1.5,1972,45,1,1,0,1,1,,0.1,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Portland St,Pittsburgh,PA,15206,," 2,611 ",5,1,1913,104,0,1,1,1,1,,2.3,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Wellesley Ave,Pittsburgh,PA,15206,," 2,295 ",4,2,1939,78,0,1,0,0,1,,3.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Morningside Ave,Pittsburgh,PA,15206,," 1,319 ",3,1,1916,101,1,1,0,0,1,,4.5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Heths Ave,Pittsburgh,PA,15206,," 2,322 ",5,1,1984,33,1,1,1,0,1,,3.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
747 Chislett St # 3,Pittsburgh,PA,15206,," 2,547 ",2,1,1923,94,1,0,1,1,1,,3.6,Foreclosed,Below $50k,cluster6,3
N Beatty St,Pittsburgh,PA,15206,," 1,344 ",4,1.5,1942,75,1,1,1,0,1,,4,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Lincoln Ave,Pittsburgh,PA,15206,," 1,362 ",4,1,1909,108,0,1,0,1,0,,1.8,Pre-Foreclosure (Auction),Below $50k,cluster1,3.4
Lincoln Ave,Pittsburgh,PA,15206,," 1,362 ",4,1,1935,82,0,1,0,1,1,,3.8,Pre-Foreclosure (Auction),Below $50k,cluster1,4.2
Interboro Ave,Pittsburgh,PA,15207,," 1,820 ",3,1.5,1963,54,0,0,1,0,1,,5,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Chaplain Way,Pittsburgh,PA,15207,, 896 ,2,1,1901,116,1,1,1,0,1,,4.7,Foreclosure,Below $50k,cluster2,4.1
Monongahela St,Pittsburgh,PA,15207,," 2,112 ",3,1,1969,48,1,1,0,0,1,,3.8,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Glen Caladh St,Pittsburgh,PA,15207,," 2,375 ",3,1.5,2004,13,1,0,1,1,1,,1.2,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Bristol St,Pittsburgh,PA,15207,," 1,920 ",3,1.5,1964,53,0,0,1,0,1,,3.8,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Saline St,Pittsburgh,PA,15207,," 1,416 ",2,1.5,1907,110,1,0,0,0,1,,3.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Johnston Ave,Pittsburgh,PA,15207,," 1,408 ",3,1,1988,29,0,1,1,1,0,,4.9,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Gladstone St,Pittsburgh,PA,15207,," 1,397 ",2,1.5,1974,43,1,0,0,0,0,,3.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Glen Caladh St,Pittsburgh,PA,15207,," 1,040 ",2,1,1905,112,1,0,1,0,0,,4.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Chatsworth St,Pittsburgh,PA,15207,," 1,108 ",2,2,1993,24,1,0,0,1,0,,0.4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Hazelwood Ave,Hazelwood,PA,15207,," 1,828 ",4,2,1909,,0,1,0,1,0,,4.7,Pre-Foreclosure (Auction),Below $50k,cluster1,3.4
Calera St,Pittsburgh,PA,15207,," 1,563 ",3,1,1956,61,1,0,0,1,1,,3.1,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Bigelow St,Pittsburgh,PA,15207,," 2,196 ",4,1,1999,18,0,0,0,1,1,,3.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Renova St,Pittsburgh,PA,15207,," 1,176 ",2,1.5,1915,102,1,1,0,0,0,,3.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.9
Frayne St,Pittsburgh,PA,15207,," 1,920 ",4,1.5,1931,86,1,0,1,1,0,,5,Pre-Foreclosure (Auction),Below $50k,cluster4,2.6
Leaside Dr,Pittsburgh,PA,15207,," 1,258 ",3,1.5,1998,19,0,1,1,1,0,,4.7,Pre-Foreclosure (Auction),Below $50k,cluster5,4.8
Lougean Ave,Pittsburgh,PA,15207,," 1,167 ",2,1,1923,94,0,1,0,1,1,,1.1,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Bennett St,Pittsburgh,PA,15208,," 3,466 ",6,4,1957,60,1,1,1,0,1,,4.6,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
Mcpherson Blvd,Pittsburgh,PA,15208,," 3,019 ",5,2,1900,117,0,1,1,1,1,,4.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
7643 Frankstown Ave,Pittsburgh,PA,15208,," 5,000 ",0,,1923,94,1,0,1,0,0,,3.9,House For Sale,Below $50k,cluster4,2.1
Linden Ln,Pittsburgh,PA,15208,," 1,565 ",4,2,1986,31,1,0,0,1,0,,4,Pre-Foreclosure (Auction),Below $50k,cluster5,4.6
Monticello St,Pittsburgh,PA,15208,," 1,881 ",6,2,1960,57,1,1,1,1,0,,3.8,Pre-Foreclosure (Auction),Below $50k,cluster5,4.7
N Lang Ave,Pittsburgh,PA,15208,," 2,124 ",3,2,1936,81,1,0,0,1,0,,3.6,Pre-Foreclosure (Auction),Below $50k,cluster5,5
Monticello St,Pittsburgh,PA,15208,," 1,929 ",4,1,1978,39,1,0,0,0,0,,4.3,Pre-Foreclosure (Auction),Below $50k,cluster5,4.5
Susquehanna St,Pittsburgh,PA,15208,," 1,700 ",3,1.5,1995,22,0,0,0,0,0,,3.1,Pre-Foreclosure (Auction),Below $50k,cluster3,1.4
